timestamp,bin_id,location,fill_level,weight_kg,temperature,battery_level,latitude,longitude,status
2026-08-09T19:06:53.288573,BIN_008,Udupi,72,35.79,27.57,82,13.386612,74.743895,Warning
2026-08-09T19:07:53.288573,BIN_020,Malpe,12,9.08,32.38,74,13.33064,74.707462,Normal
2026-08-09T19:08:53.288573,BIN_015,Udupi,58,24.8,39.54,47,13.361485,74.77039,Normal
2026-08-09T19:09:53.288573,BIN_015,Udupi,49,25.95,39.39,41,13.361485,74.77039,Normal
2026-08-09T19:10:53.288573,BIN_005,Malpe,74,58.35,38.95,87,13.351108,74.766898,Warning
2026-08-09T19:11:53.288573,BIN_017,Udupi,77,48.33,37.73,90,13.379624,74.705957,Warning
2026-08-09T19:12:53.288573,BIN_020,Malpe,83,64.16,27.4,76,13.33064,74.707462,Warning
2026-08-09T19:13:53.288573,BIN_010,Udupi,38,15.7,25.11,84,13.328038,74.706134,Normal
2026-08-09T19:14:53.288573,BIN_003,Udupi,77,54.02,38.96,72,13.36047,74.748956,Warning
2026-08-09T19:15:53.288573,BIN_020,Malpe,89,56.55,39.6,86,13.33064,74.707462,Warning
2026-08-09T19:16:53.288573,BIN_003,Udupi,93,51.25,39.85,63,13.36047,74.748956,Overflow Risk
2026-08-09T19:17:53.288573,BIN_012,Udupi,51,24.83,38.37,69,13.300498,74.776004,Normal
2026-08-09T19:18:53.288573,BIN_019,Kundapura,34,26.54,30.18,58,13.346541,74.799855,Normal
2026-08-09T19:19:53.288573,BIN_010,Udupi,37,28.35,28.47,84,13.328038,74.706134,Normal
2026-08-09T19:20:53.288573,BIN_017,Udupi,23,16.17,39.16,36,13.379624,74.705957,Normal
2026-08-09T19:21:53.288573,BIN_003,Udupi,84,67.13,30.6,91,13.36047,74.748956,Warning
2026-08-09T19:22:53.288573,BIN_011,Udupi,42,18.69,26.85,76,13.327527,74.745716,Normal
2026-08-09T19:23:53.288573,BIN_011,Udupi,46,26.39,33.2,51,13.327527,74.745716,Normal
2026-08-09T19:24:53.288573,BIN_004,Manipal,54,42.63,25.99,70,13.370795,74.705158,Normal
2026-08-09T19:25:53.288573,BIN_008,Udupi,84,55.9,31.85,38,13.386612,74.743895,Warning
2026-08-09T19:26:53.288573,BIN_014,Malpe,73,41.27,26.5,83,13.333329,74.703057,Warning
2026-08-09T19:27:53.288573,BIN_017,Udupi,57,27.68,27.98,28,13.379624,74.705957,Normal
2026-08-09T19:28:53.288573,BIN_001,Malpe,89,69.47,35.29,43,13.312241,74.739286,Warning
2026-08-09T19:29:53.288573,BIN_014,Malpe,73,34.05,26.65,35,13.333329,74.703057,Warning
2026-08-09T19:30:53.288573,BIN_012,Udupi,92,65.87,39.74,91,13.300498,74.776004,Overflow Risk
2026-08-09T19:31:53.288573,BIN_014,Malpe,84,37.52,37.25,50,13.333329,74.703057,Warning
2026-08-09T19:32:53.288573,BIN_002,Malpe,97,66.1,34.27,96,13.386811,74.702684,Overflow Risk
2026-08-09T19:33:53.288573,BIN_014,Malpe,78,47.76,26.52,20,13.333329,74.703057,Warning
2026-08-09T19:34:53.288573,BIN_007,Manipal,55,36.06,39.3,61,13.340145,74.721582,Normal
2026-08-09T19:35:53.288573,BIN_004,Manipal,79,52.92,25.48,26,13.370795,74.705158,Warning
2026-08-09T19:36:53.288573,BIN_001,Malpe,57,36.1,34.18,42,13.312241,74.739286,Normal
2026-08-09T19:37:53.288573,BIN_014,Malpe,62,33.31,35.48,70,13.333329,74.703057,Normal
2026-08-09T19:38:53.288573,BIN_018,Malpe,20,14.68,30.13,63,13.375596,74.737794,Normal
2026-08-09T19:39:53.288573,BIN_016,Brahmagiri,58,34.55,33.65,93,13.344545,74.718646,Normal
2026-08-09T19:40:53.288573,BIN_015,Udupi,93,50.21,33.51,90,13.361485,74.77039,Overflow Risk
2026-08-09T19:41:53.288573,BIN_015,Udupi,95,38.64,30.91,37,13.361485,74.77039,Overflow Risk
2026-08-09T19:42:53.288573,BIN_012,Udupi,36,21.49,27.7,91,13.300498,74.776004,Normal
2026-08-09T19:43:53.288573,BIN_011,Udupi,42,20.01,37.6,66,13.327527,74.745716,Normal
2026-08-09T19:44:53.288573,BIN_009,Kundapura,74,45.79,26.73,90,13.352052,74.799791,Warning
2026-08-09T19:45:53.288573,BIN_001,Malpe,71,53.2,29.39,25,13.312241,74.739286,Warning
2026-08-09T19:46:53.288573,BIN_019,Kundapura,68,45.17,32.37,23,13.346541,74.799855,Normal
2026-08-09T19:47:53.288573,BIN_012,Udupi,55,24.11,28.99,26,13.300498,74.776004,Normal
2026-08-09T19:48:53.288573,BIN_016,Brahmagiri,24,9.61,28.62,64,13.344545,74.718646,Normal
2026-08-09T19:49:53.288573,BIN_017,Udupi,46,31.48,39.22,60,13.379624,74.705957,Normal
2026-08-09T19:50:53.288573,BIN_010,Udupi,38,23.05,29.57,56,13.328038,74.706134,Normal
2026-08-09T19:51:53.288573,BIN_007,Manipal,24,9.67,36.8,34,13.340145,74.721582,Normal
2026-08-09T19:52:53.288573,BIN_012,Udupi,81,36.67,33.71,32,13.300498,74.776004,Warning
2026-08-09T19:53:53.288573,BIN_016,Brahmagiri,61,26.93,34.4,27,13.344545,74.718646,Normal
2026-08-09T19:54:53.288573,BIN_002,Malpe,36,17.32,31.91,46,13.386811,74.702684,Normal
2026-08-09T19:55:53.288573,BIN_018,Malpe,23,14.54,33.75,58,13.375596,74.737794,Normal
2026-08-09T19:56:53.288573,BIN_019,Kundapura,60,28.94,26.28,26,13.346541,74.799855,Normal
2026-08-09T19:57:53.288573,BIN_001,Malpe,55,28.27,39.24,65,13.312241,74.739286,Normal
2026-08-09T19:58:53.288573,BIN_012,Udupi,17,9.51,35.18,79,13.300498,74.776004,Normal
2026-08-09T19:59:53.288573,BIN_020,Malpe,52,28.79,39.78,45,13.33064,74.707462,Normal
2026-08-09T20:00:53.288573,BIN_001,Malpe,37,21.06,25.92,58,13.312241,74.739286,Normal
2026-08-09T20:01:53.288573,BIN_001,Malpe,95,57.09,28.05,94,13.312241,74.739286,Overflow Risk
2026-08-09T20:02:53.288573,BIN_008,Udupi,28,16.16,27.07,28,13.386612,74.743895,Normal
2026-08-09T20:03:53.288573,BIN_006,Manipal,12,9.19,39.76,73,13.389592,74.795714,Normal
2026-08-09T20:04:53.288573,BIN_019,Kundapura,96,68.24,31.18,38,13.346541,74.799855,Overflow Risk
2026-08-09T20:05:53.288573,BIN_011,Udupi,15,6.19,35.08,80,13.327527,74.745716,Normal
2026-08-09T20:06:53.288573,BIN_007,Manipal,97,56.87,39.09,82,13.340145,74.721582,Overflow Risk
2026-08-09T20:07:53.288573,BIN_016,Brahmagiri,26,16.21,30.96,46,13.344545,74.718646,Normal
2026-08-09T20:08:53.288573,BIN_016,Brahmagiri,66,40.84,38.49,66,13.344545,74.718646,Normal
2026-08-09T20:09:53.288573,BIN_019,Kundapura,65,30.79,39.49,82,13.346541,74.799855,Normal
2026-08-09T20:10:53.288573,BIN_003,Udupi,65,39.79,25.71,43,13.36047,74.748956,Normal
2026-08-09T20:11:53.288573,BIN_007,Manipal,19,15.13,38.74,84,13.340145,74.721582,Normal
2026-08-09T20:12:53.288573,BIN_004,Manipal,84,55.86,29.96,99,13.370795,74.705158,Warning
2026-08-09T20:13:53.288573,BIN_007,Manipal,41,30.4,28.21,98,13.340145,74.721582,Normal
2026-08-09T20:14:53.288573,BIN_003,Udupi,81,45.52,30.1,27,13.36047,74.748956,Warning
2026-08-09T20:15:53.288573,BIN_005,Malpe,87,63.91,38.9,31,13.351108,74.766898,Warning
2026-08-09T20:16:53.288573,BIN_005,Malpe,63,25.86,36.06,100,13.351108,74.766898,Normal
2026-08-09T20:17:53.288573,BIN_019,Kundapura,13,10.01,33.0,64,13.346541,74.799855,Normal
2026-08-09T20:18:53.288573,BIN_001,Malpe,50,29.89,33.33,33,13.312241,74.739286,Normal
2026-08-09T20:19:53.288573,BIN_012,Udupi,19,12.81,29.63,41,13.300498,74.776004,Normal
2026-08-09T20:20:53.288573,BIN_019,Kundapura,49,26.86,28.03,78,13.346541,74.799855,Normal
2026-08-09T20:21:53.288573,BIN_004,Manipal,30,16.51,31.14,36,13.370795,74.705158,Normal
2026-08-09T20:22:53.288573,BIN_019,Kundapura,45,20.56,26.13,27,13.346541,74.799855,Normal
2026-08-09T20:23:53.288573,BIN_019,Kundapura,17,8.15,35.01,51,13.346541,74.799855,Normal
2026-08-09T20:24:53.288573,BIN_019,Kundapura,39,20.59,32.79,62,13.346541,74.799855,Normal
2026-08-09T20:25:53.288573,BIN_010,Udupi,28,15.7,30.4,84,13.328038,74.706134,Normal
2026-08-09T20:26:53.288573,BIN_005,Malpe,94,46.45,37.75,50,13.351108,74.766898,Overflow Risk
2026-08-09T20:27:53.288573,BIN_006,Manipal,46,31.9,33.72,80,13.389592,74.795714,Normal
2026-08-09T20:28:53.288573,BIN_010,Udupi,49,19.74,35.71,55,13.328038,74.706134,Normal
2026-08-09T20:29:53.288573,BIN_016,Brahmagiri,72,46.32,35.53,91,13.344545,74.718646,Warning
2026-08-09T20:30:53.288573,BIN_013,Brahmagiri,14,5.86,36.04,97,13.314129,74.74159,Normal
2026-08-09T20:31:53.288573,BIN_014,Malpe,32,22.7,35.94,67,13.333329,74.703057,Normal
2026-08-09T20:32:53.288573,BIN_014,Malpe,41,21.35,37.13,35,13.333329,74.703057,Normal
2026-08-09T20:33:53.288573,BIN_009,Kundapura,63,29.34,33.33,85,13.352052,74.799791,Normal
2026-08-09T20:34:53.288573,BIN_016,Brahmagiri,66,39.81,36.81,90,13.344545,74.718646,Normal
2026-08-09T20:35:53.288573,BIN_002,Malpe,44,22.28,31.52,38,13.386811,74.702684,Normal
2026-08-09T20:36:53.288573,BIN_010,Udupi,56,28.4,35.25,39,13.328038,74.706134,Normal
2026-08-09T20:37:53.288573,BIN_002,Malpe,38,23.9,34.01,50,13.386811,74.702684,Normal
2026-08-09T20:38:53.288573,BIN_004,Manipal,99,78.44,35.2,34,13.370795,74.705158,Overflow Risk
2026-08-09T20:39:53.288573,BIN_005,Malpe,80,35.45,27.92,24,13.351108,74.766898,Warning
2026-08-09T20:40:53.288573,BIN_013,Brahmagiri,81,42.41,36.66,70,13.314129,74.74159,Warning
2026-08-09T20:41:53.288573,BIN_011,Udupi,38,26.66,34.99,22,13.327527,74.745716,Normal
2026-08-09T20:42:53.288573,BIN_008,Udupi,12,8.85,36.65,77,13.386612,74.743895,Normal
2026-08-09T20:43:53.288573,BIN_018,Malpe,62,28.46,25.51,56,13.375596,74.737794,Normal
2026-08-09T20:44:53.288573,BIN_019,Kundapura,79,35.1,27.85,51,13.346541,74.799855,Warning
2026-08-09T20:45:53.288573,BIN_008,Udupi,38,18.49,39.48,70,13.386612,74.743895,Normal
2026-08-09T20:46:53.288573,BIN_005,Malpe,85,62.51,36.09,72,13.351108,74.766898,Warning
2026-08-09T20:47:53.288573,BIN_014,Malpe,26,19.11,35.66,85,13.333329,74.703057,Normal
2026-08-09T20:48:53.288573,BIN_004,Manipal,39,18.43,37.07,33,13.370795,74.705158,Normal
2026-08-09T20:49:53.288573,BIN_013,Brahmagiri,64,40.56,29.91,33,13.314129,74.74159,Normal
2026-08-09T20:50:53.288573,BIN_019,Kundapura,73,46.4,37.06,47,13.346541,74.799855,Warning
2026-08-09T20:51:53.288573,BIN_011,Udupi,62,33.5,28.83,62,13.327527,74.745716,Normal
2026-08-09T20:52:53.288573,BIN_018,Malpe,66,33.63,39.89,49,13.375596,74.737794,Normal
2026-08-09T20:53:53.288573,BIN_018,Malpe,85,57.33,37.75,20,13.375596,74.737794,Warning
2026-08-09T20:54:53.288573,BIN_009,Kundapura,17,11.66,25.89,49,13.352052,74.799791,Normal
2026-08-09T20:55:53.288573,BIN_004,Manipal,85,44.17,39.27,86,13.370795,74.705158,Warning
2026-08-09T20:56:53.288573,BIN_011,Udupi,85,46.86,38.73,60,13.327527,74.745716,Warning
2026-08-09T20:57:53.288573,BIN_020,Malpe,54,29.48,32.76,31,13.33064,74.707462,Normal
2026-08-09T20:58:53.288573,BIN_003,Udupi,50,20.25,27.63,70,13.36047,74.748956,Normal
2026-08-09T20:59:53.288573,BIN_008,Udupi,23,14.57,26.94,59,13.386612,74.743895,Normal
2026-08-09T21:00:53.288573,BIN_003,Udupi,55,36.34,27.8,36,13.36047,74.748956,Normal
2026-08-09T21:01:53.288573,BIN_011,Udupi,16,11.45,35.37,58,13.327527,74.745716,Normal
2026-08-09T21:02:53.288573,BIN_013,Brahmagiri,94,65.81,26.6,24,13.314129,74.74159,Overflow Risk
2026-08-09T21:03:53.288573,BIN_020,Malpe,35,17.94,33.5,68,13.33064,74.707462,Normal
2026-08-09T21:04:53.288573,BIN_017,Udupi,45,25.51,27.21,68,13.379624,74.705957,Normal
2026-08-09T21:05:53.288573,BIN_007,Manipal,58,37.68,27.12,70,13.340145,74.721582,Normal
2026-08-09T21:06:53.288573,BIN_004,Manipal,49,27.99,31.56,44,13.370795,74.705158,Normal
2026-08-09T21:07:53.288573,BIN_003,Udupi,15,9.73,39.5,33,13.36047,74.748956,Normal
2026-08-09T21:08:53.288573,BIN_018,Malpe,52,35.02,37.05,73,13.375596,74.737794,Normal
2026-08-09T21:09:53.288573,BIN_012,Udupi,17,6.81,39.81,29,13.300498,74.776004,Normal
2026-08-09T21:10:53.288573,BIN_006,Manipal,20,9.09,39.23,91,13.389592,74.795714,Normal
2026-08-09T21:11:53.288573,BIN_017,Udupi,53,39.5,35.76,25,13.379624,74.705957,Normal
2026-08-09T21:12:53.288573,BIN_008,Udupi,59,36.59,33.75,78,13.386612,74.743895,Normal
2026-08-09T21:13:53.288573,BIN_019,Kundapura,84,62.63,30.54,95,13.346541,74.799855,Warning
2026-08-09T21:14:53.288573,BIN_010,Udupi,75,41.57,38.4,53,13.328038,74.706134,Warning
2026-08-09T21:15:53.288573,BIN_007,Manipal,48,31.19,34.54,81,13.340145,74.721582,Normal
2026-08-09T21:16:53.288573,BIN_012,Udupi,84,38.54,37.2,40,13.300498,74.776004,Warning
2026-08-09T21:17:53.288573,BIN_013,Brahmagiri,42,22.88,37.72,72,13.314129,74.74159,Normal
2026-08-09T21:18:53.288573,BIN_006,Manipal,28,17.65,34.63,31,13.389592,74.795714,Normal
2026-08-09T21:19:53.288573,BIN_002,Malpe,25,11.18,27.9,56,13.386811,74.702684,Normal
2026-08-09T21:20:53.288573,BIN_020,Malpe,97,57.45,25.28,29,13.33064,74.707462,Overflow Risk
2026-08-09T21:21:53.288573,BIN_008,Udupi,15,11.33,27.93,95,13.386612,74.743895,Normal
2026-08-09T21:22:53.288573,BIN_009,Kundapura,46,27.91,29.54,21,13.352052,74.799791,Normal
2026-08-09T21:23:53.288573,BIN_010,Udupi,50,21.79,26.31,48,13.328038,74.706134,Normal
2026-08-09T21:24:53.288573,BIN_004,Manipal,56,35.87,38.24,24,13.370795,74.705158,Normal
2026-08-09T21:25:53.288573,BIN_009,Kundapura,77,53.47,39.23,87,13.352052,74.799791,Warning
2026-08-09T21:26:53.288573,BIN_016,Brahmagiri,47,28.19,25.78,61,13.344545,74.718646,Normal
2026-08-09T21:27:53.288573,BIN_010,Udupi,41,29.69,29.4,87,13.328038,74.706134,Normal
2026-08-09T21:28:53.288573,BIN_006,Manipal,39,25.42,33.06,80,13.389592,74.795714,Normal
2026-08-09T21:29:53.288573,BIN_017,Udupi,78,45.75,27.06,66,13.379624,74.705957,Warning
2026-08-09T21:30:53.288573,BIN_014,Malpe,37,24.56,34.95,99,13.333329,74.703057,Normal
2026-08-09T21:31:53.288573,BIN_004,Manipal,37,22.25,33.83,89,13.370795,74.705158,Normal
2026-08-09T21:32:53.288573,BIN_019,Kundapura,86,48.39,30.54,67,13.346541,74.799855,Warning
2026-08-09T21:33:53.288573,BIN_020,Malpe,79,41.64,38.96,73,13.33064,74.707462,Warning
2026-08-09T21:34:53.288573,BIN_001,Malpe,85,62.84,32.33,33,13.312241,74.739286,Warning
2026-08-09T21:35:53.288573,BIN_011,Udupi,42,26.16,38.35,95,13.327527,74.745716,Normal
2026-08-09T21:36:53.288573,BIN_018,Malpe,48,29.85,27.3,90,13.375596,74.737794,Normal
2026-08-09T21:37:53.288573,BIN_009,Kundapura,50,35.39,34.47,72,13.352052,74.799791,Normal
2026-08-09T21:38:53.288573,BIN_009,Kundapura,94,59.18,26.0,54,13.352052,74.799791,Overflow Risk
2026-08-09T21:39:53.288573,BIN_017,Udupi,48,20.47,32.17,41,13.379624,74.705957,Normal
2026-08-09T21:40:53.288573,BIN_011,Udupi,47,22.14,29.79,93,13.327527,74.745716,Normal
2026-08-09T21:41:53.288573,BIN_020,Malpe,90,66.78,38.86,71,13.33064,74.707462,Overflow Risk
2026-08-09T21:42:53.288573,BIN_002,Malpe,80,59.42,33.42,90,13.386811,74.702684,Warning
2026-08-09T21:43:53.288573,BIN_018,Malpe,32,17.2,33.63,38,13.375596,74.737794,Normal
2026-08-09T21:44:53.288573,BIN_019,Kundapura,25,13.41,33.69,87,13.346541,74.799855,Normal
2026-08-09T21:45:53.288573,BIN_014,Malpe,42,19.57,29.09,52,13.333329,74.703057,Normal
2026-08-09T21:46:53.288573,BIN_005,Malpe,66,32.64,27.25,86,13.351108,74.766898,Normal
2026-08-09T21:47:53.288573,BIN_004,Manipal,36,27.64,25.96,24,13.370795,74.705158,Normal
2026-08-09T21:48:53.288573,BIN_014,Malpe,23,12.97,32.4,65,13.333329,74.703057,Normal
2026-08-09T21:49:53.288573,BIN_012,Udupi,40,22.55,35.23,100,13.300498,74.776004,Normal
2026-08-09T21:50:53.288573,BIN_005,Malpe,58,31.11,35.52,27,13.351108,74.766898,Normal
2026-08-09T21:51:53.288573,BIN_015,Udupi,10,5.97,33.47,24,13.361485,74.77039,Normal
2026-08-09T21:52:53.288573,BIN_009,Kundapura,89,63.87,32.12,51,13.352052,74.799791,Warning
2026-08-09T21:53:53.288573,BIN_009,Kundapura,52,32.65,32.08,84,13.352052,74.799791,Normal
2026-08-09T21:54:53.288573,BIN_020,Malpe,65,28.53,33.98,45,13.33064,74.707462,Normal
2026-08-09T21:55:53.288573,BIN_010,Udupi,42,27.14,38.55,92,13.328038,74.706134,Normal
2026-08-09T21:56:53.288573,BIN_008,Udupi,66,43.21,33.87,92,13.386612,74.743895,Normal
2026-08-09T21:57:53.288573,BIN_008,Udupi,13,7.35,26.82,47,13.386612,74.743895,Normal
2026-08-09T21:58:53.288573,BIN_012,Udupi,90,61.26,33.32,72,13.300498,74.776004,Overflow Risk
2026-08-09T21:59:53.288573,BIN_019,Kundapura,56,33.36,31.65,97,13.346541,74.799855,Normal
2026-08-09T22:00:53.288573,BIN_003,Udupi,24,14.16,36.45,95,13.36047,74.748956,Normal
2026-08-09T22:01:53.288573,BIN_014,Malpe,27,12.42,32.95,88,13.333329,74.703057,Normal
2026-08-09T22:02:53.288573,BIN_015,Udupi,66,31.0,34.27,80,13.361485,74.77039,Normal
2026-08-09T22:03:53.288573,BIN_013,Brahmagiri,66,35.91,37.76,62,13.314129,74.74159,Normal
2026-08-09T22:04:53.288573,BIN_017,Udupi,83,48.78,32.07,52,13.379624,74.705957,Warning
2026-08-09T22:05:53.288573,BIN_003,Udupi,33,17.54,29.61,21,13.36047,74.748956,Normal
2026-08-09T22:06:53.288573,BIN_015,Udupi,49,36.97,30.06,88,13.361485,74.77039,Normal
2026-08-09T22:07:53.288573,BIN_014,Malpe,22,16.63,29.57,68,13.333329,74.703057,Normal
2026-08-09T22:08:53.288573,BIN_004,Manipal,13,7.6,33.51,31,13.370795,74.705158,Normal
2026-08-09T22:09:53.288573,BIN_014,Malpe,16,11.27,26.6,76,13.333329,74.703057,Normal
2026-08-09T22:10:53.288573,BIN_003,Udupi,62,34.73,31.57,42,13.36047,74.748956,Normal
2026-08-09T22:11:53.288573,BIN_006,Manipal,72,45.96,33.59,87,13.389592,74.795714,Warning
2026-08-09T22:12:53.288573,BIN_017,Udupi,68,44.26,31.45,37,13.379624,74.705957,Normal
2026-08-09T22:13:53.288573,BIN_001,Malpe,59,34.77,25.48,42,13.312241,74.739286,Normal
2026-08-09T22:14:53.288573,BIN_017,Udupi,13,8.03,28.46,53,13.379624,74.705957,Normal
2026-08-09T22:15:53.288573,BIN_006,Manipal,56,25.49,26.84,25,13.389592,74.795714,Normal
2026-08-09T22:16:53.288573,BIN_006,Manipal,41,31.15,29.82,80,13.389592,74.795714,Normal
2026-08-09T22:17:53.288573,BIN_015,Udupi,82,55.86,32.79,98,13.361485,74.77039,Warning
2026-08-09T22:18:53.288573,BIN_012,Udupi,92,62.58,34.03,47,13.300498,74.776004,Overflow Risk
2026-08-09T22:19:53.288573,BIN_003,Udupi,43,21.28,39.06,70,13.36047,74.748956,Normal
2026-08-09T22:20:53.288573,BIN_008,Udupi,72,38.78,31.69,68,13.386612,74.743895,Warning
2026-08-09T22:21:53.288573,BIN_016,Brahmagiri,84,39.34,39.98,65,13.344545,74.718646,Warning
2026-08-09T22:22:53.288573,BIN_007,Manipal,98,66.89,37.47,93,13.340145,74.721582,Overflow Risk
2026-08-09T22:23:53.288573,BIN_003,Udupi,69,31.05,37.65,86,13.36047,74.748956,Normal
2026-08-09T22:24:53.288573,BIN_004,Manipal,77,59.82,25.73,33,13.370795,74.705158,Warning
2026-08-09T22:25:53.288573,BIN_002,Malpe,84,47.92,29.57,93,13.386811,74.702684,Warning
2026-08-09T22:26:53.288573,BIN_002,Malpe,56,36.87,28.74,81,13.386811,74.702684,Normal
2026-08-09T22:27:53.288573,BIN_005,Malpe,81,46.87,26.09,99,13.351108,74.766898,Warning
2026-08-09T22:28:53.288573,BIN_018,Malpe,38,21.81,27.6,36,13.375596,74.737794,Normal
2026-08-09T22:29:53.288573,BIN_017,Udupi,56,35.12,37.52,92,13.379624,74.705957,Normal
2026-08-09T22:30:53.288573,BIN_002,Malpe,77,49.45,30.15,32,13.386811,74.702684,Warning
2026-08-09T22:31:53.288573,BIN_012,Udupi,73,46.79,30.4,34,13.300498,74.776004,Warning
2026-08-09T22:32:53.288573,BIN_003,Udupi,22,12.46,28.98,75,13.36047,74.748956,Normal
2026-08-09T22:33:53.288573,BIN_004,Manipal,59,27.37,32.36,55,13.370795,74.705158,Normal
2026-08-09T22:34:53.288573,BIN_017,Udupi,94,53.04,28.33,98,13.379624,74.705957,Overflow Risk
2026-08-09T22:35:53.288573,BIN_005,Malpe,31,17.5,38.49,37,13.351108,74.766898,Normal
2026-08-09T22:36:53.288573,BIN_001,Malpe,99,51.37,39.7,21,13.312241,74.739286,Overflow Risk
2026-08-09T22:37:53.288573,BIN_002,Malpe,57,33.93,27.05,68,13.386811,74.702684,Normal
2026-08-09T22:38:53.288573,BIN_006,Manipal,33,24.33,27.85,51,13.389592,74.795714,Normal
2026-08-09T22:39:53.288573,BIN_011,Udupi,19,11.71,38.72,27,13.327527,74.745716,Normal
2026-08-09T22:40:53.288573,BIN_015,Udupi,77,45.91,35.56,44,13.361485,74.77039,Warning
2026-08-09T22:41:53.288573,BIN_002,Malpe,38,24.61,34.76,70,13.386811,74.702684,Normal
2026-08-09T22:42:53.288573,BIN_001,Malpe,75,42.02,36.53,96,13.312241,74.739286,Warning
2026-08-09T22:43:53.288573,BIN_004,Manipal,94,67.19,29.89,27,13.370795,74.705158,Overflow Risk
2026-08-09T22:44:53.288573,BIN_001,Malpe,68,34.47,38.95,74,13.312241,74.739286,Normal
2026-08-09T22:45:53.288573,BIN_004,Manipal,99,74.29,32.21,38,13.370795,74.705158,Overflow Risk
2026-08-09T22:46:53.288573,BIN_020,Malpe,63,29.18,29.91,93,13.33064,74.707462,Normal
2026-08-09T22:47:53.288573,BIN_015,Udupi,51,33.85,31.29,38,13.361485,74.77039,Normal
2026-08-09T22:48:53.288573,BIN_014,Malpe,11,7.12,35.81,39,13.333329,74.703057,Normal
2026-08-09T22:49:53.288573,BIN_009,Kundapura,41,18.94,35.57,41,13.352052,74.799791,Normal
2026-08-09T22:50:53.288573,BIN_016,Brahmagiri,88,42.25,37.24,57,13.344545,74.718646,Warning
2026-08-09T22:51:53.288573,BIN_007,Manipal,48,27.9,27.71,23,13.340145,74.721582,Normal
2026-08-09T22:52:53.288573,BIN_013,Brahmagiri,87,48.11,26.4,82,13.314129,74.74159,Warning
2026-08-09T22:53:53.288573,BIN_020,Malpe,33,13.81,36.87,55,13.33064,74.707462,Normal
2026-08-09T22:54:53.288573,BIN_003,Udupi,91,60.43,35.59,39,13.36047,74.748956,Overflow Risk
2026-08-09T22:55:53.288573,BIN_020,Malpe,17,9.65,35.11,66,13.33064,74.707462,Normal
2026-08-09T22:56:53.288573,BIN_010,Udupi,14,7.88,37.93,83,13.328038,74.706134,Normal
2026-08-09T22:57:53.288573,BIN_014,Malpe,55,33.64,34.17,39,13.333329,74.703057,Normal
2026-08-09T22:58:53.288573,BIN_001,Malpe,66,33.99,38.5,33,13.312241,74.739286,Normal
2026-08-09T22:59:53.288573,BIN_004,Manipal,77,36.03,35.55,65,13.370795,74.705158,Warning
2026-08-09T23:00:53.288573,BIN_013,Brahmagiri,51,23.61,36.86,40,13.314129,74.74159,Normal
2026-08-09T23:01:53.288573,BIN_006,Manipal,27,19.28,33.81,48,13.389592,74.795714,Normal
2026-08-09T23:02:53.288573,BIN_006,Manipal,60,43.59,37.36,21,13.389592,74.795714,Normal
2026-08-09T23:03:53.288573,BIN_002,Malpe,62,31.96,31.0,95,13.386811,74.702684,Normal
2026-08-09T23:04:53.288573,BIN_012,Udupi,63,28.95,33.37,50,13.300498,74.776004,Normal
2026-08-09T23:05:53.288573,BIN_011,Udupi,62,33.6,39.81,79,13.327527,74.745716,Normal
2026-08-09T23:06:53.288573,BIN_009,Kundapura,35,23.15,31.66,74,13.352052,74.799791,Normal
2026-08-09T23:07:53.288573,BIN_014,Malpe,51,34.61,29.15,64,13.333329,74.703057,Normal
2026-08-09T23:08:53.288573,BIN_016,Brahmagiri,26,15.13,31.56,45,13.344545,74.718646,Normal
2026-08-09T23:09:53.288573,BIN_016,Brahmagiri,72,32.14,27.96,96,13.344545,74.718646,Warning
2026-08-09T23:10:53.288573,BIN_017,Udupi,37,18.61,32.06,36,13.379624,74.705957,Normal
2026-08-09T23:11:53.288573,BIN_015,Udupi,54,27.34,35.11,81,13.361485,74.77039,Normal
2026-08-09T23:12:53.288573,BIN_008,Udupi,52,38.69,36.91,34,13.386612,74.743895,Normal
2026-08-09T23:13:53.288573,BIN_016,Brahmagiri,40,27.02,36.57,47,13.344545,74.718646,Normal
2026-08-09T23:14:53.288573,BIN_013,Brahmagiri,31,18.46,26.62,58,13.314129,74.74159,Normal
2026-08-09T23:15:53.288573,BIN_018,Malpe,27,12.83,39.71,77,13.375596,74.737794,Normal
2026-08-09T23:16:53.288573,BIN_001,Malpe,13,5.74,39.17,90,13.312241,74.739286,Normal
2026-08-09T23:17:53.288573,BIN_017,Udupi,90,63.05,28.27,23,13.379624,74.705957,Overflow Risk
2026-08-09T23:18:53.288573,BIN_005,Malpe,59,42.92,28.21,45,13.351108,74.766898,Normal
2026-08-09T23:19:53.288573,BIN_006,Manipal,65,35.99,26.21,31,13.389592,74.795714,Normal
2026-08-09T23:20:53.288573,BIN_014,Malpe,43,18.04,28.14,84,13.333329,74.703057,Normal
2026-08-09T23:21:53.288573,BIN_010,Udupi,41,19.5,32.47,67,13.328038,74.706134,Normal
2026-08-09T23:22:53.288573,BIN_015,Udupi,53,39.61,30.2,39,13.361485,74.77039,Normal
2026-08-09T23:23:53.288573,BIN_004,Manipal,61,25.8,26.03,30,13.370795,74.705158,Normal
2026-08-09T23:24:53.288573,BIN_006,Manipal,36,27.84,36.3,92,13.389592,74.795714,Normal
